id,timestamp,temperature,humidity,sound,anomaly
131,2026-02-19 17:17:39,21.92,45.01,67.58,1
132,2026-02-19 17:17:40,22,45.05,67.71,1
133,2026-02-19 17:17:41,22.09,45.17,68.17,1
134,2026-02-19 17:17:42,22.1,45.3,68.15,1
135,2026-02-19 17:17:43,22.07,45.34,68.19,1
136,2026-02-19 17:17:44,22.04,45.26,68.35,1
137,2026-02-19 17:17:45,22.05,45.24,68.38,1
138,2026-02-19 17:17:46,22.07,45.13,68.96,1
139,2026-02-19 17:17:47,22.1,45.45,69.19,-1
140,2026-02-19 17:17:48,22.1,45.6,69.03,-1
141,2026-02-19 17:17:49,22.15,45.97,69.04,-1
142,2026-02-19 17:17:50,22.21,46.37,68.85,-1
143,2026-02-19 17:17:51,22.13,46.84,69,-1
144,2026-02-19 17:17:52,22.2,47.42,69.5,-1
145,2026-02-19 17:17:53,22.11,47.87,69.21,-1
146,2026-02-19 17:17:54,22.09,48.59,69.37,-1
147,2026-02-19 17:17:55,22.1,48.77,69.61,-1
148,2026-02-19 17:17:56,22.15,49.4,69.3,-1
149,2026-02-19 17:17:57,22.18,50.01,69,-1
150,2026-02-19 17:17:58,22.19,50.19,68.76,-1
151,2026-02-19 17:17:59,22.25,50.49,68.2,-1
152,2026-02-19 17:18:00,22.23,50.86,68.08,-1
153,2026-02-19 17:18:01,22.18,51.23,67.58,-1
154,2026-02-19 17:18:02,22.07,51.77,67.45,-1
155,2026-02-19 17:18:03,22.05,52.4,67.64,-1
156,2026-02-19 17:18:04,22.01,52.52,67.2,-1
157,2026-02-19 17:18:05,21.98,52.92,67.4,-1
158,2026-02-19 17:18:06,22.03,53.15,67.45,-1
159,2026-02-19 17:18:07,22.14,53.42,67.67,-1
160,2026-02-19 17:18:08,22.11,53.72,67.18,-1
161,2026-02-19 17:18:09,22.15,53.94,67.57,-1
162,2026-02-19 17:18:10,22.23,54.44,67.16,-1
163,2026-02-19 17:18:11,22.2,54.6,66.96,-1
164,2026-02-19 17:18:12,22.21,54.97,67.24,-1
165,2026-02-19 17:18:13,22.19,55.06,67.28,-1
166,2026-02-19 17:18:14,22.16,55.2,67.29,-1
167,2026-02-19 17:18:15,22.22,55.2,67.76,-1
168,2026-02-19 17:18:16,22.24,55.29,68.48,-1
169,2026-02-19 17:18:17,22.23,55.35,68.64,-1
170,2026-02-19 17:18:18,22.15,55.31,68.93,-1
171,2026-02-19 17:18:19,22.14,55.31,69.3,-1
172,2026-02-19 17:18:20,22.13,55.48,69.82,-1
173,2026-02-19 17:18:21,22.19,55.56,70.13,-1
174,2026-02-19 17:18:22,22.22,55.8,69.73,-1
175,2026-02-19 17:18:23,22.27,55.94,70.13,-1
176,2026-02-19 17:18:24,22.28,55.93,70.04,-1
177,2026-02-19 17:18:25,22.17,56.2,69.6,-1
178,2026-02-19 17:18:26,22.15,56.46,69.81,-1
179,2026-02-19 17:18:27,22.12,56.65,69.71,-1
180,2026-02-19 17:18:28,22.09,56.75,70.18,-1
181,2026-02-19 17:18:29,22.01,57.13,69.82,-1
182,2026-02-19 17:18:30,22.04,57.43,70.13,-1
183,2026-02-19 17:18:31,22.18,57.6,70.18,-1
184,2026-02-19 17:18:32,22.18,57.57,70.1,-1
185,2026-02-19 17:18:33,22.13,57.45,69.82,-1
186,2026-02-19 17:18:34,22.09,57.5,70.06,-1
187,2026-02-19 17:18:35,22.1,57.62,69.63,-1
188,2026-02-19 17:18:36,22.07,57.94,69.71,-1
189,2026-02-19 17:18:37,22.02,57.38,70.06,1
190,2026-02-19 17:18:38,22,56.92,70.36,1
191,2026-02-19 17:18:39,22.05,56.45,70.38,1
192,2026-02-19 17:18:40,22.02,56.09,70.18,1
193,2026-02-19 17:18:41,21.97,55.62,69.99,1
194,2026-02-19 17:18:42,21.95,54.91,69.7,1
195,2026-02-19 17:18:43,21.96,54.53,69.53,1
196,2026-02-19 17:18:44,21.9,54.34,69.6,1
197,2026-02-19 17:18:45,21.92,53.92,69.16,1
198,2026-02-19 17:18:46,21.92,53.56,69.38,1
199,2026-02-19 17:18:47,21.99,53.37,69.35,1
200,2026-02-19 17:18:48,21.96,52.93,69.3,1
201,2026-02-19 17:18:49,21.93,52.79,69.04,1
202,2026-02-19 17:18:50,22,52.45,69.01,1
203,2026-02-19 17:18:51,21.88,52.09,69,1
204,2026-02-19 17:18:52,21.8,51.66,68.61,1
205,2026-02-19 17:18:53,21.88,51.5,68.37,1
206,2026-02-19 17:18:54,21.91,51.33,68.79,1
207,2026-02-19 17:18:55,21.85,51.18,68.92,1
208,2026-02-19 17:18:56,21.96,50.72,69.31,1
209,2026-02-19 17:18:57,22,50.52,69.4,1
210,2026-02-19 17:18:58,22.02,50.17,69.63,1
211,2026-02-19 17:18:59,22,50.15,69.68,1
212,2026-02-19 17:19:00,21.95,50.04,69.35,1
213,2026-02-19 17:19:01,21.95,50.01,69.53,1
214,2026-02-19 17:19:02,22,49.64,69.19,1
215,2026-02-19 17:19:03,22.06,49.36,68.83,1
216,2026-02-19 17:19:04,22.07,49.14,68.13,1
217,2026-02-19 17:19:05,22.04,48.84,68.12,1
218,2026-02-19 17:19:06,21.99,48.61,67.76,1
219,2026-02-19 17:19:07,22.04,48.54,67.4,1
220,2026-02-19 17:19:08,21.97,48.38,68.15,1
221,2026-02-19 17:19:09,21.97,48.35,68.34,1
222,2026-02-19 17:19:10,21.95,48.19,68.12,1
223,2026-02-19 17:19:11,21.99,48.05,68.36,1
224,2026-02-19 17:19:12,21.97,48.05,68.02,1
225,2026-02-19 17:19:13,21.95,47.88,68.02,1
226,2026-02-19 17:19:14,21.93,47.87,67.84,1
227,2026-02-19 17:19:15,21.87,47.86,68.15,1
228,2026-02-19 17:19:16,21.82,47.76,67.85,1
229,2026-02-19 17:19:17,21.81,47.81,68.07,1
230,2026-02-19 17:19:18,21.93,47.75,67.47,1
231,2026-02-19 17:19:19,21.88,47.5,67.54,1
232,2026-02-19 17:19:20,21.94,47.23,67.53,1
233,2026-02-19 17:19:21,21.99,47.17,67.31,1
234,2026-02-19 17:19:22,22,47.08,67.34,1
235,2026-02-19 17:19:23,22.1,47.08,67.72,1
236,2026-02-19 17:19:24,22.04,46.94,67.73,1
237,2026-02-19 17:19:25,22.03,46.87,67.35,1
238,2026-02-19 17:19:26,21.99,46.78,67.55,1
239,2026-02-19 17:19:27,21.98,46.55,67.81,1
240,2026-02-19 17:19:28,21.94,46.33,67.55,1
241,2026-02-19 17:19:29,21.92,46.41,67.76,1
242,2026-02-19 17:19:30,22.03,46.07,68.51,1
243,2026-02-19 17:19:31,22.05,46.24,68.37,1
244,2026-02-19 17:19:32,22,46.15,68.36,1
245,2026-02-19 17:19:33,22.02,45.98,68.91,1
246,2026-02-19 17:19:34,22.03,45.82,69.13,1
247,2026-02-19 17:19:35,22.12,45.62,68.96,1
248,2026-02-19 17:19:36,22.11,45.58,68.78,1
249,2026-02-19 17:19:37,22.05,45.69,69.04,1
250,2026-02-19 17:19:38,21.99,45.52,69.24,1
251,2026-02-19 17:19:39,22,45.54,69.38,1
252,2026-02-19 17:19:40,22.07,45.53,69.43,1
253,2026-02-19 17:19:41,22.18,45.44,69.78,1
254,2026-02-19 17:19:42,22.29,45.43,69.41,1
255,2026-02-19 17:19:43,22.27,45.52,69.54,1
256,2026-02-19 17:19:44,22.31,45.64,69.66,1
257,2026-02-19 17:19:45,22.32,45.76,69.34,1
258,2026-02-19 17:19:46,22.27,45.88,69.05,1
259,2026-02-19 17:19:47,22.21,45.91,69.22,1
260,2026-02-19 17:19:48,22.11,46.13,69.54,1
261,2026-02-19 17:19:49,22.05,46.24,69.1,1
262,2026-02-19 17:19:50,21.97,46.24,68.98,1
263,2026-02-19 17:19:51,21.95,46.11,68.77,1
264,2026-02-19 17:19:52,21.88,46.1,68.78,1
265,2026-02-19 17:19:53,21.85,46.06,68.58,1
266,2026-02-19 17:19:54,21.89,46.19,68.43,1
267,2026-02-19 17:19:55,21.87,46.02,68.43,1
268,2026-02-19 17:19:56,21.94,46.07,68.59,1
269,2026-02-19 17:19:57,21.94,46.04,68.76,1
270,2026-02-19 17:19:58,21.95,45.9,69.02,1
271,2026-02-19 17:19:59,22.03,45.78,69.06,1
272,2026-02-19 17:20:00,22.05,45.73,68.9,1
273,2026-02-19 17:20:01,22.07,45.69,69.03,1
274,2026-02-19 17:20:02,22.09,45.76,68.75,1
275,2026-02-19 17:20:03,22.14,45.74,69.01,1
276,2026-02-19 17:20:04,22.2,45.78,68.59,1
277,2026-02-19 17:20:05,22.19,45.79,69.03,1
278,2026-02-19 17:20:06,22.21,45.8,68.95,1
279,2026-02-19 17:20:07,22.21,45.85,68.9,1
280,2026-02-19 17:20:08,22.18,45.72,69.32,1
281,2026-02-19 17:20:09,22.09,45.83,69.57,1
282,2026-02-19 17:20:10,22.1,45.66,69.63,1
283,2026-02-19 17:20:11,22.11,45.68,69.47,1
284,2026-02-19 17:20:12,22.05,45.68,69.61,1
285,2026-02-19 17:20:13,22.19,45.62,70.06,1
286,2026-02-19 17:20:14,22.19,45.57,70.57,1
287,2026-02-19 17:20:15,22.15,45.53,70.29,1
288,2026-02-19 17:20:16,22.11,45.55,70.17,1
289,2026-02-19 17:20:17,22.14,45.46,70.07,1
290,2026-02-19 17:20:18,22.12,45.58,69.72,1
291,2026-02-19 17:20:19,22.04,45.62,69.59,1
292,2026-02-19 17:20:20,22.11,45.63,69.37,1
293,2026-02-19 17:20:21,22.06,45.54,69.45,1
294,2026-02-19 17:20:22,22.04,45.67,69.59,1
295,2026-02-19 17:20:23,22.11,45.59,69.87,1
296,2026-02-19 17:20:24,22.06,45.6,69.93,1
297,2026-02-19 17:20:25,22.01,45.59,69.99,1
298,2026-02-19 17:20:26,22.1,45.51,70.33,1
299,2026-02-19 17:20:27,22.02,45.63,70.62,1
300,2026-02-19 17:20:28,21.99,45.58,70.49,1
301,2026-02-19 17:20:29,22.03,45.62,69.77,1
302,2026-02-19 17:20:30,21.95,45.94,69.8,1
303,2026-02-19 17:20:31,22.02,45.7,69.65,1
304,2026-02-19 17:20:32,22.03,45.81,69.29,1
305,2026-02-19 17:20:33,21.96,45.61,69.47,1
306,2026-02-19 17:20:34,21.98,45.73,69.54,1
307,2026-02-19 17:20:35,21.99,45.6,69.89,1
308,2026-02-19 17:20:36,21.97,45.56,69.48,1
309,2026-02-19 17:20:37,21.97,45.66,69.76,1
310,2026-02-19 17:20:38,21.95,45.56,69.78,1
311,2026-02-19 17:20:39,21.94,45.51,69.89,1
312,2026-02-19 17:20:40,21.93,45.56,69.42,1
313,2026-02-19 17:20:41,21.98,45.63,68.99,1
314,2026-02-19 17:20:42,21.92,45.52,69.12,1
315,2026-02-19 17:20:43,21.87,45.65,68.91,1
316,2026-02-19 17:20:44,21.91,45.81,68.41,1
317,2026-02-19 17:20:45,21.97,45.93,68.59,1
318,2026-02-19 17:20:46,22.02,45.95,67.87,1
319,2026-02-19 17:20:47,22.03,45.98,67.68,1
320,2026-02-19 17:20:48,22.06,46.09,67.45,1
321,2026-02-19 17:20:49,22.03,45.97,67.36,1
322,2026-02-19 17:20:50,22.05,46.22,67.15,1
323,2026-02-19 17:20:51,22.1,46.22,67.43,1
324,2026-02-19 17:20:52,21.99,45.97,67.36,1
325,2026-02-19 17:20:53,21.98,45.77,67.56,1
326,2026-02-19 17:20:54,22,45.67,67.32,1
327,2026-02-19 17:20:55,22,45.6,67.64,1
328,2026-02-19 17:20:56,22.05,45.77,67.87,1
329,2026-02-19 17:20:57,22.09,45.67,67.38,1
330,2026-02-19 17:20:58,22.07,45.52,67.7,1
331,2026-02-19 17:20:59,22.12,45.44,67.53,1
332,2026-02-19 17:21:00,22.01,45.42,67.32,1
333,2026-02-19 17:21:01,22.06,45.43,66.9,1
334,2026-02-19 17:21:02,21.99,45.34,66.81,1
335,2026-02-19 17:21:03,21.97,45.1,67.1,1
336,2026-02-19 17:21:04,21.94,45.08,67.07,1
337,2026-02-19 17:21:05,21.92,45.18,66.97,1
338,2026-02-19 17:21:06,21.97,45.03,67.08,1
339,2026-02-19 17:21:07,21.97,44.95,66.85,1
340,2026-02-19 17:21:08,21.97,45.08,67.07,1
341,2026-02-19 17:21:09,21.96,45.2,67.02,1
342,2026-02-19 17:21:10,21.95,45.13,67.1,1
343,2026-02-19 17:21:11,21.96,45.24,67.16,1
344,2026-02-19 17:21:12,21.95,45.24,66.88,1
345,2026-02-19 17:21:13,22.01,45.1,66.5,1
346,2026-02-19 17:21:14,21.94,45.06,66.67,1
347,2026-02-19 17:21:15,21.99,45.2,66.46,1
348,2026-02-19 17:21:16,22.01,45.1,66.62,1
349,2026-02-19 17:21:17,22.06,45.03,66.92,1
350,2026-02-19 17:21:18,22.12,45.02,67.21,1
351,2026-02-19 17:21:19,22.07,44.97,66.8,1
352,2026-02-19 17:21:20,22.06,45.01,67,1
353,2026-02-19 17:21:21,22.13,45.05,67.33,1
354,2026-02-19 17:21:22,22.04,45.12,67.64,1
355,2026-02-19 17:21:23,22.05,45.12,67.76,1
356,2026-02-19 17:21:24,22.03,45.1,67.95,1
357,2026-02-19 17:21:25,21.98,45.18,68.43,1
358,2026-02-19 17:21:26,21.94,45.38,68.63,1
359,2026-02-19 17:21:27,21.97,45.22,67.93,1
360,2026-02-19 17:21:28,21.97,45.07,68.32,1
361,2026-02-19 17:21:29,21.99,45,68.86,1
362,2026-02-19 17:21:30,21.95,45,68.57,1
363,2026-02-19 17:21:31,22.02,44.9,68.57,1
364,2026-02-19 17:21:32,21.94,44.96,68.24,1
365,2026-02-19 17:21:33,21.88,44.88,68.34,1
366,2026-02-19 17:21:34,21.93,44.75,68.54,1
367,2026-02-19 17:21:35,21.96,44.84,68.75,1
368,2026-02-19 17:21:36,22.02,44.81,68.45,1
369,2026-02-19 17:21:37,21.98,44.86,68.34,1
370,2026-02-19 17:21:38,22.02,44.79,68.08,1
371,2026-02-19 17:21:39,22.04,44.85,68.28,1
372,2026-02-19 17:21:40,22.09,44.92,68.43,1
373,2026-02-19 17:21:41,22.13,44.81,68.76,1
374,2026-02-19 17:21:42,22.17,44.72,68.77,1
375,2026-02-19 17:21:43,22.16,44.86,69.48,1
376,2026-02-19 17:21:44,22.11,44.98,69.33,1
377,2026-02-19 17:21:45,22.09,44.89,69.26,1
378,2026-02-19 17:21:46,22.14,44.97,68.73,1
379,2026-02-19 17:21:47,22.18,44.95,68.72,1
380,2026-02-19 17:21:48,22.19,44.99,68.76,1
381,2026-02-19 17:21:49,22.19,44.97,68.89,1
382,2026-02-19 17:21:50,22.15,44.88,68.75,1
383,2026-02-19 17:21:51,22.09,44.78,69.06,1
384,2026-02-19 17:21:52,22.04,44.71,69.35,1
385,2026-02-19 17:21:53,22,44.78,69.05,1
386,2026-02-19 17:21:54,22.04,44.78,69.15,1
387,2026-02-19 17:21:55,22.01,44.86,68.56,1
388,2026-02-19 17:21:56,22.06,44.93,68.63,1
389,2026-02-19 17:21:57,22.03,44.9,68.61,1
390,2026-02-19 17:21:58,21.96,45.04,68.98,1
391,2026-02-19 17:21:59,21.87,44.98,67.91,1
392,2026-02-19 17:22:00,21.91,44.89,68.07,1
393,2026-02-19 17:22:01,21.88,44.94,68.39,1
394,2026-02-19 17:22:02,21.9,45.02,68.29,1
395,2026-02-19 17:22:03,21.95,44.93,68.4,1
396,2026-02-19 17:22:04,22.02,44.78,68.83,1
397,2026-02-19 17:22:05,21.98,44.89,68.68,1
398,2026-02-19 17:22:06,21.96,44.85,68.73,1
399,2026-02-19 17:22:07,21.95,44.66,68.07,1
400,2026-02-19 17:22:08,21.94,44.6,68.06,1
401,2026-02-19 17:22:09,21.95,44.43,67.78,1
402,2026-02-19 17:22:10,21.9,44.49,67.91,1
403,2026-02-19 17:22:11,22.02,44.69,67.94,1
404,2026-02-19 17:22:12,22.05,44.62,67.84,1
405,2026-02-19 17:22:13,22.06,44.66,68,1
406,2026-02-19 17:22:14,22.06,44.7,68.14,1
407,2026-02-19 17:22:15,22.05,44.78,68.14,1
408,2026-02-19 17:22:16,21.98,44.82,68.07,1
409,2026-02-19 17:22:17,21.95,44.69,68.46,1
410,2026-02-19 17:22:18,21.97,44.73,68.56,1
411,2026-02-19 17:22:19,21.9,44.81,68.29,1
412,2026-02-19 17:22:20,21.9,44.99,68.63,1
413,2026-02-19 17:22:21,21.97,45.11,68.07,1
414,2026-02-19 17:22:22,21.97,45.19,68.54,1
415,2026-02-19 17:22:23,22,45.17,68.24,1
416,2026-02-19 17:22:24,21.98,45.25,68.14,1
417,2026-02-19 17:22:25,22.03,45.19,68.39,1
418,2026-02-19 17:22:26,22.13,45.29,68.21,1
419,2026-02-19 17:22:27,22.14,45.44,68.31,1
420,2026-02-19 17:22:28,22.13,45.42,68.37,1
421,2026-02-19 17:22:29,22.18,45.42,68.34,1
422,2026-02-19 17:22:30,22.2,45.25,68.11,1
423,2026-02-19 17:22:31,22.14,45.3,67.81,1
424,2026-02-19 17:22:32,22.13,45.29,67.83,1
425,2026-02-19 17:22:33,22.14,45.12,67.74,1
426,2026-02-19 17:22:34,22.07,45.08,67.52,1
427,2026-02-19 17:22:35,22.11,45.07,67.43,1
428,2026-02-19 17:22:36,22.08,45.03,67.28,1
429,2026-02-19 17:22:37,22.11,45.04,66.7,1
430,2026-02-19 17:22:38,22.13,45.03,66.81,1
431,2026-02-19 17:22:39,22.1,45.08,66.83,1
432,2026-02-19 17:22:40,22.09,45.03,66.73,1
433,2026-02-19 17:22:41,22.08,45.01,66.87,1
434,2026-02-19 17:22:42,22.06,45.02,66.45,1
435,2026-02-19 17:22:43,22.1,45.08,66.2,1
436,2026-02-19 17:22:44,22.13,45.33,66.6,1
437,2026-02-19 17:22:45,22.13,45.21,66.43,1
438,2026-02-19 17:22:46,22.14,45.13,66.54,1
439,2026-02-19 17:22:47,22.14,45.07,66.74,1
440,2026-02-19 17:22:48,22.12,44.96,66.64,1
441,2026-02-19 17:22:49,22.09,44.99,66.96,1
442,2026-02-19 17:22:50,22.05,45.04,66.67,1
443,2026-02-19 17:22:51,22.09,45.21,66.35,1
444,2026-02-19 17:22:52,22.16,45.32,66.87,1
445,2026-02-19 17:22:53,22.16,45.36,66.96,1
446,2026-02-19 17:22:54,22.14,45.28,67.15,1
447,2026-02-19 17:22:55,22.15,45.16,67.52,1
448,2026-02-19 17:22:56,22.21,45.25,67.65,1
449,2026-02-19 17:22:57,22.25,45.24,67.84,1
450,2026-02-19 17:22:58,22.28,45.34,67.79,1
451,2026-02-19 17:22:59,22.3,45.29,68.1,1
452,2026-02-19 17:23:00,22.23,45.23,67.76,1
453,2026-02-19 17:23:01,22.25,45.13,68.16,1
454,2026-02-19 17:23:02,22.3,45.23,68.35,1
455,2026-02-19 17:23:03,22.37,45.14,68.48,1
456,2026-02-19 17:23:04,22.3,45.01,68.4,1
457,2026-02-19 17:23:05,22.31,45.07,68.47,1
458,2026-02-19 17:23:06,22.25,44.94,68.14,1
459,2026-02-19 17:23:07,22.24,44.91,68.44,1
460,2026-02-19 17:23:08,22.22,44.92,67.89,1
461,2026-02-19 17:23:09,22.24,44.88,67.63,1
462,2026-02-19 17:23:10,22.2,44.81,67.3,1
463,2026-02-19 17:23:11,22.22,44.76,66.89,1
464,2026-02-19 17:23:12,22.2,44.79,66.69,1
465,2026-02-19 17:23:13,22.24,44.97,67.04,1
466,2026-02-19 17:23:14,22.33,45.01,67.27,1
467,2026-02-19 17:23:15,22.32,45.02,67.15,1
468,2026-02-19 17:23:16,22.34,45.06,67.7,1
469,2026-02-19 17:23:17,22.39,45.01,67.79,1
470,2026-02-19 17:23:18,22.4,45.01,67.71,1
471,2026-02-19 17:23:19,22.39,44.73,67.45,1
472,2026-02-19 17:23:20,22.3,44.62,67.18,1
473,2026-02-19 17:23:21,22.29,44.67,67.11,1
474,2026-02-19 17:23:22,22.21,44.84,67.53,1
475,2026-02-19 17:23:23,22.25,44.83,68.12,1
476,2026-02-19 17:23:24,22.18,44.96,68.2,1
477,2026-02-19 17:23:25,22.16,44.95,68.05,1
478,2026-02-19 17:23:26,22.15,45.04,68.21,1
479,2026-02-19 17:23:27,22.11,45.23,68.44,1
480,2026-02-19 17:23:28,22.11,45.39,68.72,1
481,2026-02-19 17:23:29,22.14,45.29,68.03,1
